name,location,code
법화산,경상남도 함양군 휴천면 ,488701801
벙산,전라남도 신안군 임자면 ,469101901
베틀산,경상북도 구미시 해평면 ,471901101
벳터고개,강원도 인제군 인제읍 ,428100103
벼락바위봉,충청북도 제천시  ,431504701
벽방산,경상남도 통영시 도산면 ,482201301
벽암산,강원도 정선군 남면 ,427703901
벽옥산,전라남도 보성군  ,467802201
벽화산,경상남도 의령군 의령읍 ,487202001
변동근린공원,대전광역시 서구  ,301700804
별도봉,제주도 제주시  ,491101104
별립산,인천광역시 강화군  ,287101901
별산,전라남도 화순군 동면 ,467902001
별악봉,인천광역시 강화군  ,287102001
병곳,제주도 제주시  ,491105304
병마산,충청북도 청주시흥덕구 오송읍 ,431102201
병무산,전라남도 장흥군  ,468002001
병방산,강원도 정선군 정선읍 ,427708501
병암산,경상북도 영양군 석보면 ,477600701
병풍산,강원도 화천군 간동면 ,427900901
병풍산,전라남도 순천시 황전면 ,461501201
병풍산,전라남도 장성군 북하면 ,468801301
병풍산,경상북도 상주시 동문동 ,472501901
보광사,강원도 속초시 동명동 ,422100604
보광산,충청북도 괴산군 사리면 ,437601001
보납산,경기도 가평군 가평읍 ,418201801
보덕봉,대전광역시 유성구  ,302001601
보련산,충청북도 충주시 앙성면 ,431301201
보록산,경상남도 거창군  ,488806801
보리골,강원도 강릉시 주문진읍 ,421508004
보리산,강원도 정선군 화암면 ,427701601
보리수마을뒷산,강원도 양양군 현남면 ,428306104
보림산,강원도 동해시 천곡동 ,421702001
보문산,대전광역시 중구 산서동 ,301400301
보안산,강원도 정선군  ,427703301
보암산,경상남도 산청군  ,488602801
보양지산,강원도 정선군 임계면 ,427700104
보은산,전라남도 강진군 강진읍 ,468100801
보평산,전라남도 무안군 무안읍 ,468401501
보해산,경상남도 거창군 주상면 ,488802201
보현산,경상북도 청송군 현서면 ,477501701
복두봉,전라북도 진안군  ,457203201
복두산,강원도 삼척시 가곡면 ,422302601
복두산,경상북도 의성군 춘산면 ,477301501
복수근린공원,대전광역시 서구  ,301700904
복음산,전라북도 남원시  ,451901501
복주깨봉,강원도 인제군 인제읍 ,428105801
복주산,강원도 철원군 근남면 ,427800901
복호산,전라남도 고흥군 과역면 ,467701001
본신마을,경상북도 영덕군  ,477704104
본적산,강원도 태백시  ,421901201
본지오름,제주도 제주시  ,491105404
봉개민오름,제주도 제주시  ,491105504
봉곡동산,경상북도 구미시 도량동 ,471904301
봉대산,충청남도 보령시 주교면 ,441800901
봉대산,전라남도 무안군 현경면 ,468401701
봉대산,전라남도 영광군 홍농읍 ,468700801
봉대산쪽매골,전라남도 무안군  ,468403404
봉덕산,전라남도 영광군 염산면 ,468700901
봉덕산,경상북도 예천군 예천읍 ,479001101
봉두산,경기도 용인시처인구 고림동 ,414604101
봉두산,전라남도 순천시 황전면 ,461501301
봉두산,전라남도 고흥군 동강면 ,467701101
봉두산월용리,전라남도 순천시  ,461505004
봉두암산,경상북도 구미시 진미동 ,471901401
봉래산,부산광역시 영도구  ,262000101
봉래산,강원도 영월군 영월읍 ,427502201
봉래산,전라남도 고흥군  ,467703201
봉림산,광주광역시 북구 운암동 ,291701501
봉림산,경상남도 창원시의창구 봉곡동 ,481101801
봉명산,충청남도 예산군 봉산면 ,448101001
봉명산,경상남도 사천시  ,482400901
봉무공원,대구광역시 동구  ,271401604
봉미산,경기도 양평군 지제면 ,418302101
봉복산,강원도 횡성군 청일면 ,427301501
봉산,서울특별시 은평구  ,113801501
봉산,경상남도 거창군 웅양면 ,488804801
봉산리,강원도 정선군 임계면 ,427702604
봉서산,충청남도 천안시  ,441301301
봉수산,충청남도 예산군 대흥면 ,448101101
봉수산,충청남도 예산군  ,448102601
봉수산,전라남도 무안군 삼향면 ,468401801
봉수산,경상북도 영주시 평은면 ,472100701
봉수산숲길,충청남도 예산군  ,448102504
봉실산,전라북도 완주군  ,457101001
봉암산,충청남도 천안시  ,441304201
봉오리산,부산광역시 남구  ,262900701
봉의산,강원도 춘천시 소양동 ,421102301
봉정산,전라남도 화순군 남면 ,467902101
봉제산,서울특별시 강서구  ,115000401
봉천산,인천광역시 강화군  ,287100801
봉화군청뒷산,경상북도 봉화군 봉화읍 ,479204304
봉화대,경상남도 고성군 동해면 ,488203501
봉화별량,전라남도 순천시  ,461504404
봉화봉,강원도 인제군 북면 ,428102501
봉화봉,경상북도 포항시 가천면 ,471101801
봉화산,부산광역시 기장군  ,267100801
봉화산,경기도 화성시 우정면 ,415901101
봉화산,강원도 춘천시 북산면 ,421102401
봉화산,강원도 원주시 단계동 ,421301601
봉화산,강원도 홍천군 홍천읍 ,427203201
봉화산,강원도 양구군 남면 ,428000501
봉화산,충청북도 진천군 진천읍 ,437500801
봉화산,충청남도 보령시 남포면 ,441801001
봉화산,충청남도 홍성군 갈산면 ,448000801
봉화산,충청남도 당진군  ,448300701
봉화산,전라북도 남원시 아영면 ,451901601
봉화산,전라북도 장수군 천천면 ,457401201
봉화산,전라북도 장수군 번암면 ,457403301
봉화산,전라북도 장수군  ,457404001
봉화산,전라남도 여수시 화정면 ,461301601
봉화산,전라남도 여수시 묘도동 ,461303601
봉화산,전라남도 여수시 화양면 ,461303701
봉화산,전라남도 순천시 서면 ,461501401
봉화산,전라남도 보성군 득량면 ,467800801
봉화산,경상북도 칠곡군 기산면 ,478503901
봉화산,경상남도 마산회원구 회원2동 ,481100501
봉화산,경상남도 통영시 도산면 ,482201401
봉화산,경상남도 김해시 진영읍 ,482501801
봉화산계남,전라북도 장수군 장수읍 ,457403204
봉화산죽도봉,전라남도 순천시  ,461505101
봉황봉,충청남도 보령시 대천1동 ,441801101
봉황산,강원도 삼척시 정라동 ,422302801
봉황산,충청남도 공주시 웅진동 ,441501701
봉황산,충청남도 공주시  ,441506501
봉황산,전라북도 군산시 임피면 ,451302301
봉황산,전라남도 여수시 돌산읍 ,461301701
봉황산,전라남도 고흥군 고흥읍 ,467701201
봉황산,경상북도 상주시 화서면 ,472502001
부개산,인천광역시 부평구  ,282370201
부귀산,전라북도 진안군 부귀면 ,457201401
부금산,강원도 정선군 고한읍 ,427709101
부락산,경기도 평택시 지산동 ,412202401
부모산,충청북도 청주시흥덕구 강서1동 ,431102501
부산,충청북도 충주시 동량면 ,431301401
부쇠봉,경상북도 봉화군  ,479204901
부엉등산,경상남도 창녕군 고암면 ,487403501
부용봉,충청남도 연기군 금남면 ,447300901
부용봉,경상북도 영양군 입암면 ,477600801
부용산,경기도 의정부시 송산동 ,411500301
부용산,경기도 양평군 양서면 ,418302201
부용산,강원도 춘천시 북산면 ,421102501
부용산,충청북도 충주시 신니면 ,431305001
부용산,전라남도 장흥군 관산읍 ,468001101
부주산,전라남도 목포시 옥암동 ,461100201
부지산,경상남도 합천군 청덕면 ,488906901
부흥산,전라남도 목포시 옥암동 ,461100301
북돌아진오름,제주도 제주시  ,491102004
북망산,인천광역시 서구 가정1동 ,282600401
북면사무소뒷산,강원도 인제군 북면 ,428106304
북면사무소앞산,강원도 인제군 북면 ,428106404
북바위산,충청북도 제천시  ,431504801
북배산,경기도 가평군 북면 ,418202101
북봉산,경상북도 구미시 부곡동 ,471904401
북분리,강원도 양양군 현남면 ,428300204
북산,인천광역시 강화군  ,287102101
북산,전라남도 담양군 남면 ,467100901
북산,전라남도 진도군 진도읍 ,469001401
북산,경상남도 의령군  ,487205101
북성산,경기도 여주시 능서면 ,416701701
북악산,서울특별시 종로구 부암동 ,111100101
북오름,제주도 제주시  ,491105604
북정산,강원도 삼척시 교동 ,422309501
북종산,전라남도 영광군  ,468702201
북한산,서울특별시 서대문구  ,114100801
북한산_백운대,서울특별시 강북구 수유동 ,113050202
분성산,경상남도 김해시 북부동 ,482501901
분적산,광주광역시 동구 지원동 ,291101101
분지봉,경상남도 하동군  ,488500401
불갑산,전라남도 함평군 해보면 ,468600801
불갑산,전라남도 신안군  ,469105101
불곡산,경기도 광주시 오포읍 ,416101701
불곡산,경기도 양주시 유양동 ,416302301
불광근린공원,서울특별시 은평구  ,113800604
불광산,부산광역시 기장군  ,267101901
불광산,경상남도 양산시 삼호동 ,483302401
불기산,경기도 가평군 외서면 ,418202201
불당골산,강원도 정선군 사북읍 ,427702701
불당산,경기도 평택시 포승면 ,412201301
불령산,경상남도 거창군  ,488802401
불모산,경상남도 진해시 웅동1동 ,481900701
불암산,서울특별시 노원구 상계동 ,113500101
불암산,전라남도 광양시 다압면 ,462300901
불태산,전라남도 장성군 진원면 ,468801401
불화산,강원도 강릉시 강동면 ,421503501
불회사,전라남도 나주시 다도면 ,461703204
붉은오름,제주도 제주시  ,491100703
비계산,경상남도 거창군  ,488807901
비나봉,충청남도 논산시 연무읍 ,442301901
비래바위,강원도 화천군 상서면 ,427902904
비래산,전라남도 영암군  ,468302401
비룡산,경상북도 칠곡군 약목면 ,478501601
비룡산,경상남도 의령군 낙서면 ,487204501
비봉산,강원도 정선군 정선읍 ,427704601
비봉산,강원도 양구군  ,428000601
비봉산,강원도 인제군 인제읍 ,428100104
비봉산,충청북도 제천시 청풍면 ,431502301
비봉산,충청남도 청양군 비봉면 ,447901201
비봉산,전라남도 여수시 소라면 ,461301801
비봉산,전라남도 고흥군 포두면 ,467701301
비봉산,전라남도 고흥군  ,467703301
비봉산,전라남도 화순군 도곡면 ,467902201
비봉산,경상북도 구미시 선산읍 ,471901701
비봉산,경상북도 상주시 중동면 ,472502101
비봉산,경상북도 의성군 춘산면 ,477301801
비봉산,경상북도 의성군 다인면 ,477303601
비봉산,경상북도 봉화군 상운면 ,479202001
비봉산,경상남도 진주시 초장동 ,481701501
비상산성,충청북도 청주시  ,431105404
비슬산,대구광역시 달성군 가창면 ,277101501
비슬산권역,대구광역시 달서구  ,272900804
비음산,경상남도 창원시  ,481100601
비조봉,인천광역시 옹진군 덕적면 ,287200601
비파산,대전광역시 동구  ,301104301
비학산,충청남도 연기군 금남면 ,447301001
비학산,경상북도 포항시 신광면 ,471102001
비학산,경상남도 밀양시 산외면 ,482706501
빈계산,대전광역시 유성구 진잠동 ,302000901
빈네오름,제주도 제주시  ,491105704
뾔족산,충청북도 청주시청원구  ,431102601
뾰루봉,경기도 가평군 설악면 ,418204501
뾰족산,대전광역시 동구  ,301100901
사갓봉,강원도 영월군 수주면 ,427502501
사곡계실,충청남도 공주시  ,441504204
사금산,강원도 삼척시 원덕읍 ,422303101
사두봉,전라북도 장수군 반암면 ,457401601
사라봉,제주도 제주시 건입동 ,491100801
사랑산,충청북도 괴산군  ,437603601
사려니숲길,제주도 제주시  ,491101204
사룡산,경상북도 영천시 북안면 ,472301601
사마산,충청남도 공주시 우성면 ,441501801
사명산,강원도 양구군 양구읍 ,428000701
사명산,경상남도 김해시 생림면 ,482505301
사별산,경상남도 거창군  ,488806901
사실골산,강원도 정선군  ,427705401
사우당앞산,대전광역시 동구  ,301104404
사월산,광주광역시 서구 서창동 ,291400401
사월초뒷산,대구광역시 수성구  ,272601604
사자목이산,강원도 정선군 임계면 ,427702801
사자산,전라남도 보성군 웅치면 ,467802701
사자산,전라남도 장흥군  ,468001801
사패산,경기도 양주시 장흥면 ,416301201
산내주공아파트뒷산,대전광역시 동구  ,301102604
산내초교뒷산,대전광역시 동구  ,301102704
산방산,경상남도 거제시 둔덕면 ,483103001
산방산,제주도 서귀포시 안덕면 ,491301601
산성산,부산광역시 기장군  ,267102001
산성산,대구광역시 남구 봉덕2동 ,272000201
산성산,경상남도 밀양시 내일동 ,482702501
산성산,경상남도 의령군 궁류면 ,487202501
산성산,경상남도 의령군 지정면 ,487205401
산성산,경상남도 합천군 삼가면 ,488907001
산세미오름,제주도 제주시  ,491101304
산장산,대전광역시 유성구  ,302001701
산정산,전라남도 목포시 산정동 ,461100401
삼각산,전라남도 영광군 군남면 ,468701101
삼각산,전라남도 신안군 임자면 ,469102401
삼각산,경상남도 거제시 덕포동 ,483106701
삼년산성,충청북도 보은군  ,437202504
삼동산,경상북도 봉화군  ,479205301
삼락산,경상북도 경산시 자인면 ,472901001
삼매봉,제주도 서귀포시 천지동 ,491301701
삼문산,전라남도 완도군 약산면 ,468901301
삼발랭산,충청북도 증평군  ,437450401
삼방산,강원도 태백시 구문소동 ,421901301
삼방산,강원도 평창군 평창읍 ,427603101
삼보산,충청북도 청주시  ,431105501
삼보산,충청북도 증평군  ,437450201
삼봉산,경기도 화성시 봉담읍 ,415901201
삼봉산,경기도 화성시  ,415904101
삼봉산,충청북도 청주시청원구  ,431105601
삼봉산,충청북도 제천시 백운면 ,431502401
삼봉산,충청북도 영동군 영동읍 ,437402301
삼봉산,충청남도 아산시 탕정면 ,442002001
삼봉산,전라북도 남원시 산내면 ,451902001
삼봉산,전라남도 광양시 진월면 ,462301101
삼봉산,경상북도 상주시 낙동면 ,472502201
삼봉산,경상남도 통영시 용남면 ,482201501
삼봉산,경상남도 거창군 고제면 ,488802701
삼산삼림욕장,경상북도 성주군  ,478402704
삼선산,충청남도 당진군  ,448300801
삼성산,경기도 안양시만안구 석수1동 ,411700101
삼성산,충청북도 옥천군  ,437301201
삼성산,경상북도 영천시 고경면 ,472301801
삼성산,경상북도 경산시 남산면 ,472901101
삼수령,강원도 태백시  ,421903404
삼악산,강원도 춘천시 서면 ,421102701
삼암봉,전라남도 신안군 지도읍 ,469102501
삼의오름,제주도 제주시  ,491102104
삼인산,전라남도 담양군 대전면 ,467102301
삼정대산,경기도 평택시 오성면 ,412202501
삼정산,대전광역시 동구  ,301106001
삼정산,경상남도 함양군 마천면 ,488703601
삼정산성,대전광역시 동구  ,301104504
삼준산,충청남도 홍성군 갈산면 ,448001101
삼천공원,전라북도 전주시  ,451103504
삼청리뒷산,경상북도 칠곡군 왜관읍 ,478500104
삼태봉,충청남도 공주시  ,441506601
삼태산,충청북도 단양군 어상천면 ,438001201
삼학도,전라남도 목포시 삼학동 ,461100501
삼학산,경상북도 포항시북구 학산동 ,471105101
삼현리,강원도 홍천군 동면 ,427206904
삼형제봉,강원도 양양군 현남면 ,428302001
삼형제샛오름,제주도 제주시  ,491100803
삼호산,울산광역시 남구 옥동 ,311400201
삽존리,강원도 양양군 손양면 ,428306204
삿갓봉,경기도 여주시 강천면 ,416701801
삿갓봉,강원도 춘천시 사북면 ,421102801
삿갓봉,강원도 강릉시 옥계면 ,421507201
삿갓봉,강원도 태백시 하사미동 ,421902601
삿갓봉,전라북도 장수군 천천면 ,457403401
상가임도숲길,제주도 제주시  ,491102303
상광정리,강원도 양양군 현북면 ,428306304
상금리,전라북도 고창군  ,457903104
상남리,강원도 인제군 상남면 ,428106804
상당산성자연휴양림,충청북도 청주시청원구  ,431105704
상리공원,대구광역시 서구  ,271700104
상리리동산,경상북도 의성군 의성읍 ,477303404
상봉산,충청남도 천안시  ,441303701
상봉산,전라남도 무안군 무안읍 ,468401901
상산,전라북도 남원시 인월면 ,451902301
상산,전라남도 고흥군 동일면 ,467701501
상산,전라남도 완도군 신지면 ,468901401
상소동산림욕장,대전광역시 동구  ,301104604
상소산,전라북도 부안군 행안면 ,458001201
상아산,인천광역시 남동구 장수동 ,282000401
상양혈리,강원도 양양군 손양면 ,428306404
상왕명덕산,충청남도 공주시  ,441506701
상운면사무소앞산,경상북도 봉화군  ,479205904
상운산,경상북도 청도군 운문면 ,478203901
상원산,강원도 정선군 북면 ,427704801
상은적산,전라남도 영암군 학산면 ,468300801
상정바위,강원도 정선군 북평면 ,427708404
상정봉,강원도 정선군 북평면 ,427700204
상주산,인천광역시 강화군  ,287100901
상하수내리봉,강원도 인제군  ,428107601
상학봉,충청북도 보은군 회인면 ,437202601
상해봉,강원도 철원군 서면 ,427801201
상황봉,전라남도 완도군 군외면 ,468901501
새깃대봉,전라남도 순천시 석현동 ,461505201
새덕산,강원도 춘천시 남산면 ,421102901
새동네뒷산,대전광역시 동구  ,301104704
새득이봉,강원도 홍천군  ,427207401
새리골,강원도 정선군 북평면 ,427703104
새바지산,울산광역시 북구 어물동 ,312000501
새방골산,경상남도 창원시성산구 적현동 ,481102001
새별오름,제주도 제주시  ,491101404
새봉,강원도 강릉시 성산면 ,421503701
새신오름,제주도 제주시  ,491101504
새암산,경상남도 함양군 수동면 ,488702301
샘봉산,충청북도 청주시상당구 문의면 ,431103001
생기악,제주도 제주시  ,491105804
서당산,전라남도 화순군  ,467904101
서당산,전라남도 화순군  ,467904501
서당산,전라남도 신안군  ,469105001
서대산,충청남도 금산군 군북면 ,447101401
서대산,충청남도 연기군 금남면 ,447301101
서독산,경기도 광명시 가학동 ,412100401
서룡산,전라북도 남원시  ,451904201
서리산,경기도 가평군 상면 ,418202301
서림산,충청남도 천안시 동면 ,441301601
서망봉,전라남도 완도군  ,468902001
서방산,전라북도 완주군  ,457101301
서북산,경상남도 창원시마산합포구 진북면 ,481101201
서산,전라남도 광양시 광양읍 ,462301201
서산,경상북도 상주시 청리면 ,472502301
서수모루,제주도 제주시  ,491105904
서오릉,서울특별시 은평구  ,113801404
서우봉,제주도 제주시 조천읍 ,491101101
서운산,경기도 안성시 금광면 ,415501901
서원산,충청남도 예산군 덕산면 ,448101301
서재골,경상남도 의령군  ,487205204
서학산,경기도 화성시  ,415904201
서화산,강원도 화천군 화천읍 ,427903001
석가산,경상남도 합천군 봉산면 ,488907101
석갑산,경상남도 진주시 평거동 ,481703401
석기봉,전라북도 무주군  ,457301601
석대산,경상남도 산청군 단성면 ,488603401
석두산,강원도 평창군 진부면 ,427603301
석름봉,경상남도 거제시 연초면 ,483106801
석문산,충청남도 당진군  ,448300901
석병산,강원도 강릉시 옥계면 ,421503901
석봉,충청남도 청양군 청남면 ,447901301
석성산,경기도 용인시 포곡면 ,414602201
석용산,경기도 가평군 북면 ,418202401
석천산,경상남도 의령군  ,487204701
석천산,경상남도 창녕군 도천면 ,487401801
석현공원뒷산,강원도 철원군  ,427803004
석호산,전라남도 보성군 미력면 ,467800901
석화산,인천광역시 중구 영종동 ,281100201
선각산,전라북도 진안군  ,457201501
선달산,강원도 영월군 하동면 ,427503001
선달산,경상북도 봉화군  ,479205001
선도산,충청북도 청주시상당구 낭성면 ,431103101
선두산,충청북도 청주시상당구 낭성면 ,431103201
선바위산,강원도 영월군  ,427503101
선방산,경상북도 군위군 군위읍 ,477201101
선석산,경상북도 성주군 월항면 ,478401001
선소오름,제주도 제주시  ,491102204
선야봉,충청남도 금산군 남이면 ,447101501
선왕산,전라남도 신안군  ,469104701
선운산_도솔봉,전라북도 고창군  ,457901001
선유산,경상남도 고성군 영오면 ,488204101
선의산,경상북도 청도군 매전면 ,478201801
선자산,경상남도 거제시 신현읍 ,483103501
선학산,경상남도 진주시 하대동 ,481701701
선학산,경상남도 진주시  ,481703501
선황산,전라남도 영암군  ,468302501
설림산,전라북도 군산시  ,451302401
설봉산,경기도 이천시 관고동 ,415001701
설산,전라남도 곡성군 옥과면 ,467201101
설악산_대청봉,강원도 양양군 강현면 ,428302602
설오름,제주도 제주시  ,491106004
설화산,충청남도 아산시 온주동 ,442002101
섭지코지,제주도 서귀포시  ,491302704
섯알오름,제주도 제주시  ,491106104
성거산,충청남도 천안시 성거읍 ,441301701
성곡산,경상북도 안동시 송천면 ,471705801
성관사뒷길,경기도 남양주시  ,413603004
성내삿갓봉,강원도 삼척시  ,422309601
성동산,충청남도 당진군  ,448301501
성령산,경상남도 거창군 북상면 ,488802801
성묘산,전라남도 영암군 군서면 ,468300901
성무봉,충청북도 청주시상당구  ,431105801
성미산,전라북도 순창군 구림면 ,457701501
성미산,전라남도 장성군 북이면 ,468801501
성봉,충청남도 금산군  ,447101601
성불산,충청북도 괴산군 괴산읍 ,437601501
성불오름,제주도 제주시  ,491100903
성산,충청북도 제천시 화산동 ,431502501
성산,충청남도 천안시 성환읍 ,441301801
성산,전라남도 영광군 영광읍 ,468701201
성산일출봉,제주도 서귀포시 성산읍 ,491301801
성수리,강원도 홍천군 동면 ,427207004
성수산,전라북도 진안군 성수면 ,457201801
성수산,전라북도 장수군 천천면 ,457401701
성수산,전라북도 임실군 성수면 ,457501401
성암산,대구광역시 수성구 고산1동 ,272600501
성재,충청남도 서천군  ,447702504
성재산,충청북도 청주시청원구 북이면 ,431103301
성정산,충청남도 공주시 이인면 ,441501901
성주봉,경상북도 상주시 은척면 ,472504701
성주산,경기도 부천시소사구 심곡본동 ,411900401
성주산,충청남도 보령시 대천3동 ,441801201
성지봉,경기도 양평군  ,418304901
성지산,경상남도 고성군 대가면 ,488204301
성진이오름,제주도 제주시  ,491101003
성치산,대전광역시 대덕구 신탄진동 ,302300601
성치산,강원도 홍천군  ,427207501
성치산,전라북도 진안군 주천면 ,457201901
성태산,충청남도 부여군 외산면 ,447602301
성화산,충청남도 공주시 계룡면 ,441502001
성황산,전라북도 정읍시 태인면 ,451801601
성흥산,충청남도 부여군 임천면 ,447602401
세걸산,전라북도 남원군 운봉읍 ,451904001
세미소은총의동산,제주도 제주시  ,491102304
세미오름,제주도 제주시  ,491100204
세성산,충청남도 천안시 성남면 ,441301901
세정사,경기도 남양주시  ,413603604
소곡산,경상남도 고성군 개천면 ,488204401
소공대비,강원도 삼척시 원덕읍 ,422309704
소구니산,경기도 가평군 설악면 ,418202501
소금강산,경상북도 경주시 용강동 ,471303501
소남산,경기도 화성시 장안면 ,415901401
소당산,경기도 용인시처인구 포곡읍 ,414604201
소똥령,강원도 고성군 간성읍 ,428203804
소래산,인천광역시 남동구 장수동 ,282000501
소룡산,경상남도 거창군  ,488806001
소리산,경기도 화성시 향남면 ,415903701
소리산,경기도 양평군 단월면 ,418302601
소미산,전라남도 여수시 돌산읍 ,461301901
소백산_비로봉,충청북도 단양군 가곡면 ,438001301
소뿔산,강원도 인제군 남면 ,428103101
소산오름,제주도 제주시  ,491101503
소산오름,제주도 제주시  ,491106204
소소름,제주도 제주시  ,491106304
소수리산,충청북도 괴산군  ,437603701
소수산봉,제주도 서귀포시 성산읍 ,491302101
소요산,경기도 동두천시 소요동 ,412500201
소요산,전라북도 고창군  ,457903201
소이작도큰산,인천광역시 옹진군 북도면 ,287201401
소재골,강원도 인제군 북면 ,428105904
소주봉,강원도 춘천시 남면 ,421105601
소치마을뒷산,강원도 인제군 남면 ,428106004
소팽이산책로,경상남도 고성군  ,488207304
소학산,경상북도 칠곡군 지천면 ,478502101
소학산,경상남도 합천군 율곡면 ,488907201
속금산,전라남도 함평군 학교면 ,468600901
속리산_천황봉,충청북도 보은군 내속리면 ,437201201
속리산둘레길,충청북도 보은군  ,437200103
손지오름,제주도 제주시  ,491106404
솔봉,전라남도 구례군  ,467301901
송계리,강원도 정선군 임계면 ,427700304
송공산,전라남도 신안군 압해읍 ,469103001
송내산,강원도 태백시 장성동 ,421903301
송라산,경기도 남양주시 화도읍 ,413600901
송림산,전라북도 고창군 상하면 ,457901201
송비산,경상남도 사천시 곤명면 ,482401201
송산,인천광역시 중구  ,281100601
송악산,충청남도 당진군  ,448301001
송의산,경상남도 산청군 오부면 ,488603701
송정동산,경상북도 구미시 광평동 ,471904501
송정자연휴양림,경상북도 칠곡군 석적읍 ,478504004
송포약수터,강원도 고성군  ,428204204
송학산,충청북도 제천시 송학면 ,431502701
송학산,충청남도 연기군 전동면 ,447301201
송학정,강원도 인제군  ,428106904
송현1리뒷산,충청남도 태안군 소원면 ,448252404
송현리,강원도 강릉시 임계면 ,421500304
송화산,경상북도 경주시 충효동 ,471305801
쇠기오름,제주도 제주시  ,491106504
수덕산,경기도 가평군 북면 ,418202601
수덕산,전라남도 순천시 별량면 ,461501501
수덕산,전라남도 고흥군 도화면 ,467701601
수도산,충청남도 천안시  ,441304001
수도산,경상북도 포항시 우창동 ,471102301
수도산,경상남도 거창군  ,488808001
수락산,서울특별시 노원구 상계동 ,113500201
수레의산,충청북도 음성군 생극면 ,437703001
수리봉,강원도 춘천시 동내면 ,421103101
수리봉,강원도 정선군 신동읍 ,427703401
수리봉,강원도 인제군 인제읍 ,428100203
수리봉,강원도 인제군 남면 ,428106101
수리산,경기도 안양시만안구 안양3동 ,411700301
수리산,강원도 양양군  ,428307701
수명산,서울특별시 강서구  ,115000701
수문산,전라남도 여수시  ,461303301
수박등,광주광역시 남구  ,291551404
수북산,충청북도 옥천군  ,437302901
수산봉,전라남도 함평군  ,468601601
수산봉,제주도 제주시 애월읍 ,491101301
수선산,경상북도 상주시 낙동면 ,472504801
수성못뒷산,대구광역시 수성구  ,272601304
수악,제주도 제주시  ,491106604
수암산,충청남도 예산군 삽교읍 ,448101401
수양산,전라남도 담양군 대덕면 ,467101001
수양산,경상남도 산청군 시천면 ,488603801
수월봉,제주도 제주시 한경면 ,491101401
수인산,전라남도 장흥군  ,468001901
수인산,전라남도 강진군 병영면 ,468101701
수정리야산,경상남도 창원시마산합포구 구산면 ,481101304
수정봉,경상남도 거제시 일운면 ,483106901
수정산,경기도 용인시 백암면 ,414602401
수정산,강원도 평창군 평창읍 ,427603601
수종사,경기도 남양주시  ,413603704
수중동산,서울특별시 관악구  ,116200501
수질환경사업소뒷편,강원도 속초시 대포동 ,422100704
수청동,강원도 강릉시 연곡면 ,421508104
수타리봉,충청북도 청주시흥덕구 강내면 ,431103401
수태산,경상남도 고성군 하일면 ,488204701
수패봉,강원도 정선군  ,427708701
수하청소년수련원뒷산,경상북도 영양군 수비면 ,477601704
숙성산,경상남도 거창군 가조면 ,488803001
숙지산,강원도 태백시  ,421902701
숙호산,경상남도 진주시  ,481701901
순사이산,경상북도 구미시 도개면 ,471904601
숭림산,전라북도 익산시  ,451400501
숲데미산,경상북도 칠곡군  ,478504301
숲뒤산,강원도 삼척시  ,422302904
숲뒤산,강원도 삼척시 하장면 ,422304201
숲솔나들이길,경상남도 창원시  ,481100204
쉰음산,강원도 삼척시 미로면 ,422304401
스무골,강원도 정선군 북평면 ,427700404
승달산,전라남도 무안군 청계면 ,468402101
승무산,경상북도 상주시  ,472502901
승봉산,전라남도 신안군 암태면 ,469103101
승비산,경상남도 합천군 대양면 ,488904401
승안산,경상남도 함양군 수동면 ,488702401
승학산,인천광역시 남구  ,281700201
시궁산,경기도 용인시 이동면 ,414602501
시대산,전라북도 익산시  ,451400801
시랑산,충청북도 제천시 백운면 ,431503001
시래산,경상남도 거제시 둔덕면 ,483103901
시루봉,대전광역시 동구 대청동 ,301101101
시루봉,충청남도 청양군 남양면 ,447901401
시루봉,경상북도 문경시 문경읍 ,472802101
시루봉,경상북도 봉화군  ,479205401
시루산,강원도 영월군 북면 ,427503301
시모산,충청남도 공주시 의당면 ,441502201
시목해수욕장숲길,전라남도 신안군  ,469100303
시묘산,경상북도 칠곡군  ,478502401
시어산,전라북도 부안군 행안면 ,458001501
식산,경상북도 상주시  ,472503101
식장산,대전광역시 동구 대청동 ,301101201
식장산둘레길,대전광역시 동구  ,301100103
신기산,강원도 정선군 사북읍 ,427704001
신기산성,경상남도 양산시 신기동 ,483302604
신덕산,경상남도 의령군 유곡면 ,487204601
신동읍야산,강원도 정선군 신동읍 ,427704104
신무산,전라북도 장수군 장수읍 ,457402301
신반앞산,경상남도 의령군  ,487205304
신병산,강원도 정선군 신동읍 ,427704201
신봉산,경상남도 통영시 산양읍 ,482203001
신불산,울산광역시 울주군 삼남면 ,317102401
신사근린공원,서울특별시 은평구  ,113801104
신선봉,강원도 고성군 토성면 ,428201701
신선봉,전라북도 완주군  ,457103801
신선산,울산광역시 남구 선암동 ,311400301
신선산솔마루길,울산광역시 남구  ,311400103
신선약수터,강원도 삼척시 노곡면 ,422309804
신성봉,대전광역시 동구  ,301102001
신성봉,충청북도 괴산군  ,437603801
신어산,경상남도 김해시 삼안동 ,482502701
신탄진정수장산림공원,대전광역시 대덕구  ,302301104
신평리산책로,강원도 고성군 토성면 ,428200104
심리산,경기도 고양시덕양구 관산동 ,412801201
심재산,강원도 동해시 귀운동 ,421702101
심척리마을뒷산,강원도 인제군  ,428107004
